7181	0.79492 0.17582 0.02927
3828	0.76487 0.19885 0.03628
8805	0.66568 0.29138 0.04293
1897	0.41465 0.50705 0.07829
3006	0.94577 0.03592 0.01831
2249	0.28194 0.66585 0.05220
9791	0.03213 0.95503 0.01283
30194	0.77634 0.19174 0.03192
4844	0.92205 0.06862 0.00932
42748	0.65522 0.29318 0.05160
22196	0.67506 0.29006 0.03488
12327	0.50294 0.43441 0.06264
15109	0.70463 0.24892 0.04645
14106	0.48616 0.46209 0.05174
19479	0.83756 0.13155 0.03088
10826	0.69314 0.27131 0.03555
5900	0.01195 0.98310 0.00494
12543	0.45308 0.48042 0.06650
45803	0.96864 0.02269 0.00866
1150	0.92564 0.06449 0.00987
5338	0.82883 0.14849 0.02268
2425	0.14487 0.82152 0.03361
3120	0.71008 0.24975 0.04018
7008	0.54769 0.38535 0.06696
4280	0.51055 0.43245 0.05700
6355	0.55699 0.38770 0.05531
2116	0.99164 0.00593 0.00243
4136	0.94440 0.04760 0.00800
24516	0.70278 0.26261 0.03462
8724	0.03708 0.95808 0.00484
37050	0.03198 0.95903 0.00899
8943	0.85332 0.12203 0.02465
20769	0.22202 0.74124 0.03674
13842	0.14422 0.83278 0.02300
1490	0.06544 0.92679 0.00777
5685	0.75987 0.18952 0.05061
3139	0.17124 0.79800 0.03076
10455	0.39056 0.54171 0.06774
3430	0.71330 0.24257 0.04413
10244	0.12503 0.86918 0.00579
30084	0.82574 0.14227 0.03199
14572	0.97696 0.02001 0.00303
20708	0.80437 0.16302 0.03261
34916	0.92312 0.05965 0.01722
15391	0.57876 0.38366 0.03758
41617	0.87180 0.11006 0.01814
29233	0.03142 0.95896 0.00962
8211	0.82676 0.14647 0.02678
33124	0.88170 0.09931 0.01899
42258	0.96761 0.02875 0.00365
35552	0.62165 0.33356 0.04479
14562	0.70771 0.23798 0.05431
1900	0.36107 0.57924 0.05970
10472	0.85753 0.12056 0.02191
9533	0.97930 0.01778 0.00293
3048	0.53488 0.41575 0.04936
37523	0.09212 0.86620 0.04168
24767	0.26211 0.71599 0.02190
27681	0.85342 0.11911 0.02747
5217	0.84023 0.13327 0.02650
947	0.83869 0.12906 0.03225
19580	0.79955 0.17393 0.02652
2944	0.68083 0.25791 0.06126
7257	0.16935 0.77621 0.05445
14586	0.72814 0.23444 0.03742
3106	0.55285 0.41125 0.03590
12093	0.03721 0.95575 0.00703
3829	0.91392 0.07377 0.01230
9909	0.82619 0.14995 0.02386
24760	0.03854 0.95538 0.00609
4673	0.64856 0.29419 0.05725
20147	0.33264 0.64305 0.02431
28654	0.05938 0.92299 0.01762
29027	0.08568 0.89847 0.01585
30594	0.91897 0.05652 0.02450
13047	0.64964 0.29540 0.05496
16867	0.13155 0.83633 0.03211
6957	0.09937 0.86856 0.03207
16576	0.10332 0.88321 0.01347
2539	0.87172 0.10235 0.02593
1707	0.26609 0.68918 0.04473
38141	0.10005 0.88700 0.01295
3113	0.85152 0.11838 0.03011
355	0.04410 0.94600 0.00990
4411	0.51822 0.40676 0.07502
23392	0.81335 0.15523 0.03141
4735	0.99613 0.00342 0.00044
14835	0.54975 0.41214 0.03811
7402	0.68105 0.27923 0.03972
4818	0.99200 0.00690 0.00110
10066	0.48646 0.44815 0.06539
7222	0.95894 0.03539 0.00567
822	0.81173 0.16180 0.02647
35251	0.99242 0.00688 0.00070
11311	0.02317 0.97299 0.00384
6232	0.84574 0.11826 0.03600
12916	0.89371 0.08997 0.01632
16031	0.41018 0.54234 0.04748
3753	0.07288 0.90494 0.02218
14580	0.12410 0.82805 0.04785
4846	0.81181 0.15478 0.03341
31584	0.96175 0.03265 0.00560
5087	0.94223 0.04369 0.01407
33638	0.65314 0.30837 0.03848
27035	0.14244 0.82935 0.02821
6387	0.62967 0.33819 0.03214
37677	0.88579 0.09606 0.01815
2392	0.12219 0.84113 0.03669
34901	0.11188 0.87143 0.01669
23439	0.75010 0.20547 0.04444
36620	0.73990 0.22172 0.03838
24305	0.62859 0.32579 0.04562
39848	0.01424 0.98054 0.00522
33253	0.53004 0.43050 0.03946
1390	0.80873 0.14617 0.04510
22372	0.01701 0.97180 0.01120
1803	0.85176 0.12464 0.02360
30980	0.46234 0.49120 0.04645
4125	0.64790 0.30130 0.05080
23157	0.13778 0.84646 0.01576
3226	0.91308 0.07290 0.01402
22773	0.44267 0.51854 0.03879
7731	0.29842 0.65595 0.04563
2255	0.24324 0.72193 0.03484
1069	0.89477 0.07917 0.02606
27443	0.93620 0.05451 0.00929
991	0.86849 0.11268 0.01883
1092	0.34742 0.59156 0.06102
32750	0.89374 0.08220 0.02406
29379	0.01019 0.98829 0.00152
2607	0.01951 0.97320 0.00729
1535	0.37844 0.57089 0.05067
20660	0.44689 0.49466 0.05845
5656	0.81664 0.15831 0.02505
41562	0.84601 0.13386 0.02013
27474	0.83155 0.14493 0.02352
1286	0.96723 0.02578 0.00699
6758	0.98980 0.00856 0.00164
3747	0.59611 0.35198 0.05191
34813	0.46348 0.49433 0.04219
3436	0.39221 0.56072 0.04707
5323	0.89248 0.08740 0.02012
7887	0.58792 0.36683 0.04525
33031	0.28339 0.66408 0.05253
14948	0.83781 0.13321 0.02898
3133	0.04197 0.94572 0.01231
33451	0.79167 0.16688 0.04146
6787	0.02457 0.96607 0.00936
45018	0.23363 0.73634 0.03002
11175	0.63653 0.32638 0.03709
4150	0.93673 0.04594 0.01733
4560	0.46776 0.46412 0.06812
3313	0.42784 0.50610 0.06606
16785	0.41669 0.52316 0.06015
16180	0.97981 0.01756 0.00264
4744	0.56033 0.37766 0.06201
17240	0.63659 0.31406 0.04935
2983	0.82351 0.15534 0.02115
15722	0.98502 0.01023 0.00474
35906	0.10602 0.87433 0.01965
4689	0.09991 0.89271 0.00738
1216	0.74625 0.21401 0.03974
24768	0.97288 0.01800 0.00912
10159	0.92763 0.05855 0.01382
8052	0.56224 0.39520 0.04256
6755	0.87520 0.10519 0.01961
8307	0.74569 0.21892 0.03539
7064	0.13673 0.82983 0.03344
4955	0.81533 0.15706 0.02761
5570	0.95294 0.04229 0.00477
33256	0.93197 0.05501 0.01302
9431	0.76338 0.19653 0.04008
20323	0.00863 0.98917 0.00220
8181	0.08485 0.90382 0.01133
30262	0.09257 0.89433 0.01310
2219	0.86390 0.10956 0.02654
5483	0.94269 0.03826 0.01905
538	0.75990 0.21371 0.02639
36750	0.76281 0.20936 0.02784
15318	0.36264 0.58346 0.05390
6830	0.96167 0.03180 0.00654
9801	0.75737 0.20049 0.04215
38403	0.82287 0.14624 0.03089
4421	0.75672 0.20537 0.03791
13864	0.42354 0.52198 0.05448
1005	0.96195 0.02571 0.01234
20806	0.78063 0.18299 0.03639
3387	0.11877 0.86608 0.01516
1451	0.02611 0.96602 0.00787
1916	0.55946 0.38339 0.05715
2662	0.77896 0.19248 0.02855
18145	0.61965 0.32478 0.05556
6346	0.18772 0.78803 0.02424
14702	0.87033 0.09863 0.03104
15866	0.34916 0.59423 0.05661
6175	0.88573 0.08424 0.03004
6512	0.07236 0.90258 0.02506
37382	0.92472 0.06117 0.01411
32072	0.48787 0.47797 0.03415
3274	0.31186 0.61238 0.07576
2007	0.94822 0.04232 0.00946
20794	0.43409 0.49915 0.06677
26135	0.84528 0.13348 0.02124
41981	0.21470 0.74065 0.04465
9530	0.59382 0.34807 0.05811
30217	0.03385 0.95372 0.01243
19180	0.04547 0.94941 0.00512
5056	0.21467 0.77078 0.01455
8116	0.02573 0.96465 0.00962
28542	0.96572 0.02797 0.00631
13496	0.08087 0.90494 0.01419
2521	0.13885 0.83903 0.02212
3460	0.14148 0.83265 0.02587
9008	0.12955 0.84068 0.02977
29108	0.73377 0.23248 0.03375
21530	0.91952 0.05774 0.02274
13802	0.26300 0.67786 0.05914
1188	0.02769 0.96910 0.00322
27809	0.39102 0.57171 0.03727
9581	0.06094 0.92026 0.01880
1278	0.51063 0.42915 0.06022
467	0.94154 0.05017 0.00829
37277	0.87783 0.10317 0.01901
2180	0.98088 0.01550 0.00362
3291	0.42284 0.50954 0.06762
42551	0.08889 0.88384 0.02727
20260	0.90868 0.06917 0.02215
4728	0.91908 0.06392 0.01700
20262	0.79578 0.17218 0.03204
2848	0.11181 0.86289 0.02529
47911	0.65534 0.29252 0.05214
8859	0.87847 0.09799 0.02355
10857	0.10502 0.86868 0.02630
4039	0.78355 0.16456 0.05188
8015	0.30200 0.65641 0.04160
5075	0.67172 0.28290 0.04538
5806	0.53147 0.41210 0.05643
1266	0.86215 0.11498 0.02286
15468	0.10603 0.87911 0.01486
9648	0.39742 0.54321 0.05936
14212	0.94964 0.03902 0.01133
4911	0.69332 0.26717 0.03952
6863	0.81035 0.15256 0.03709
20673	0.33978 0.60928 0.05095
5734	0.17923 0.77778 0.04299
2791	0.97553 0.02053 0.00394
1842	0.68346 0.27967 0.03686
1028	0.54004 0.39781 0.06215
21701	0.68812 0.25713 0.05475
6456	0.76477 0.19065 0.04458
28561	0.87466 0.09134 0.03400
33074	0.26258 0.67480 0.06261
2367	0.09852 0.87776 0.02372
14162	0.17600 0.79263 0.03137
48010	0.13118 0.84625 0.02257
36211	0.13442 0.85536 0.01022
10966	0.50528 0.43135 0.06337
26304	0.44353 0.50950 0.04698
16942	0.41053 0.53884 0.05064
3857	0.34480 0.58481 0.07039
32744	0.51794 0.43107 0.05098
19494	0.73757 0.22429 0.03815
36036	0.95985 0.02914 0.01102
17214	0.99956 0.00038 0.00006
1426	0.94450 0.04068 0.01482
20863	0.89567 0.08883 0.01550
12126	0.21860 0.74312 0.03828
18837	0.07059 0.91581 0.01360
7789	0.88969 0.08887 0.02144
2950	0.78233 0.18330 0.03437
791	0.84531 0.13316 0.02153
18935	0.09044 0.90020 0.00937
29088	0.39070 0.54990 0.05939
23408	0.15348 0.81846 0.02806
10835	0.20712 0.74478 0.04810
8847	0.93833 0.05314 0.00852
4934	0.83401 0.14444 0.02155
26836	0.13855 0.83719 0.02426
15463	0.81755 0.15756 0.02488
26492	0.51600 0.42279 0.06121
11380	0.44173 0.51997 0.03830
5565	0.54397 0.40742 0.04861
5167	0.97742 0.01939 0.00319
1057	0.72906 0.22651 0.04443
21563	0.65440 0.29858 0.04701
4730	0.76911 0.19437 0.03652
6348	0.11915 0.86419 0.01667
2280	0.92880 0.05156 0.01964
2641	0.62080 0.34050 0.03869
16080	0.74868 0.21190 0.03943
6107	0.47451 0.47543 0.05006
4226	0.89424 0.08449 0.02128
20601	0.31554 0.64808 0.03638
7403	0.76919 0.20115 0.02966
11959	0.14002 0.84319 0.01679
34263	0.14925 0.80487 0.04588
42384	0.93563 0.04440 0.01997
24957	0.65948 0.29623 0.04429
15642	0.45703 0.48272 0.06024
17280	0.34470 0.58808 0.06722
34607	0.86466 0.10961 0.02573
2277	0.83317 0.13532 0.03152
36864	0.99742 0.00238 0.00021
4114	0.92959 0.05090 0.01951
26268	0.66691 0.27091 0.06218
3850	0.41790 0.52776 0.05434
40604	0.10812 0.86491 0.02697
11840	0.38975 0.55232 0.05793
6354	0.43878 0.50061 0.06061
18317	0.84384 0.13414 0.02203
13737	0.29117 0.64821 0.06062
5343	0.85368 0.11911 0.02721
14529	0.48893 0.46336 0.04771
3945	0.82117 0.15279 0.02604
49675	0.62875 0.34184 0.02941
1840	0.55950 0.40934 0.03117
27340	0.73638 0.22857 0.03505
30944	0.90755 0.06654 0.02591
1813	0.96291 0.03021 0.00687
35851	0.66406 0.27926 0.05668
711	0.91212 0.07663 0.01126
3008	0.13944 0.83517 0.02539
8221	0.99115 0.00744 0.00141
10483	0.87860 0.09550 0.02590
12775	0.98864 0.01006 0.00130
3434	0.34717 0.61709 0.03574
2075	0.12868 0.84382 0.02750
13914	0.12205 0.85759 0.02036
15477	0.53338 0.42318 0.04344
12868	0.90893 0.06672 0.02435
246	0.95971 0.02700 0.01329
13729	0.96796 0.02710 0.00494
8274	0.64838 0.30374 0.04787
49440	0.97215 0.02449 0.00336
6039	0.45799 0.48468 0.05732
8904	0.41236 0.51320 0.07444
10235	0.82588 0.14261 0.03151
40939	0.18302 0.77016 0.04682
1546	0.69302 0.26368 0.04330
14082	0.84220 0.11838 0.03942
11684	0.64341 0.33088 0.02571
18010	0.93785 0.05133 0.01082
114	0.11307 0.86539 0.02154
108	0.49528 0.44548 0.05924
140	0.59750 0.36489 0.03760
11024	0.70408 0.26028 0.03564
15889	0.87801 0.09604 0.02595
10736	0.76246 0.20753 0.03001
45523	0.86269 0.11990 0.01741
35749	0.89880 0.08579 0.01541
37919	0.22897 0.74022 0.03081
10766	0.03201 0.96464 0.00335
258	0.97933 0.01786 0.00281
46082	0.96653 0.02358 0.00989
19904	0.70665 0.25844 0.03491
5901	0.68986 0.26949 0.04065
20237	0.45468 0.49645 0.04887
41	0.80471 0.17514 0.02016
14474	0.27386 0.70429 0.02185
39151	0.61282 0.35991 0.02727
48977	0.84137 0.12399 0.03463
5039	0.22468 0.73311 0.04222
4229	0.97257 0.02261 0.00482
6033	0.07817 0.91002 0.01180
18611	0.27371 0.69046 0.03583
30107	0.74294 0.20986 0.04719
28292	0.03103 0.96141 0.00756
12144	0.93526 0.04797 0.01677
43634	0.72238 0.24879 0.02883
37876	0.90132 0.07889 0.01979
12014	0.70172 0.25353 0.04475
27011	0.83436 0.13380 0.03184
3407	0.81636 0.14911 0.03453
7997	0.26775 0.68909 0.04316
3764	0.17788 0.76593 0.05619
8341	0.23153 0.72547 0.04300
5200	0.63208 0.32284 0.04508
22308	0.13654 0.83679 0.02668
2886	0.91551 0.06968 0.01481
9681	0.61549 0.34291 0.04160
1084	0.84619 0.14017 0.01364
26621	0.96386 0.03073 0.00541
44574	0.38446 0.57490 0.04064
3541	0.81301 0.14573 0.04127
15383	0.36840 0.57450 0.05711
27968	0.14213 0.81191 0.04596
2794	0.99404 0.00537 0.00060
1677	0.43002 0.52635 0.04363
24980	0.91802 0.06308 0.01890
16688	0.65814 0.29048 0.05137
5627	0.76244 0.19467 0.04289
26318	0.77776 0.19598 0.02626
28161	0.06792 0.92421 0.00786
4171	0.05263 0.93320 0.01417
8238	0.48571 0.45942 0.05487
25198	0.29296 0.65697 0.05007
50832	0.41834 0.52319 0.05847
4780	0.80953 0.16255 0.02792
2649	0.78365 0.18778 0.02857
3267	0.97676 0.01882 0.00442
24215	0.71647 0.24460 0.03893
18380	0.94220 0.05013 0.00767
20440	0.79790 0.17340 0.02870
43307	0.03286 0.96315 0.00399
2121	0.83522 0.13641 0.02837
49421	0.85071 0.12663 0.02266
22949	0.95317 0.03771 0.00912
1876	0.00381 0.99556 0.00062
2291	0.86063 0.12017 0.01920
4874	0.02682 0.96493 0.00824
3473	0.22864 0.71282 0.05855
22528	0.67759 0.27404 0.04837
2735	0.55397 0.39475 0.05128
19892	0.90075 0.07785 0.02141
6893	0.94278 0.04738 0.00984
1161	0.48888 0.45082 0.06030
12122	0.31868 0.64000 0.04132
1031	0.06507 0.91095 0.02398
20655	0.02478 0.97009 0.00513
19915	0.13255 0.85093 0.01653
9127	0.88710 0.09451 0.01839
4281	0.91818 0.06365 0.01817
23912	0.93339 0.05723 0.00938
8623	0.86295 0.11565 0.02139
23505	0.22005 0.74042 0.03953
4850	0.84204 0.13310 0.02486
764	0.83411 0.12895 0.03694
2000	0.87577 0.10506 0.01917
7519	0.42824 0.49483 0.07693
8191	0.05237 0.94204 0.00559
1292	0.01232 0.98175 0.00593
18213	0.01553 0.97520 0.00927
2566	0.99647 0.00292 0.00061
44093	0.99229 0.00601 0.00170
9568	0.92590 0.05345 0.02065
12633	0.40212 0.52677 0.07112
2409	0.94400 0.04590 0.01010
16507	0.73177 0.22231 0.04592
51676	0.90132 0.08307 0.01561
4984	0.07481 0.91586 0.00933
4453	0.89793 0.08522 0.01685
2168	0.42349 0.51232 0.06419
26989	0.87741 0.09259 0.03000
34399	0.37734 0.58558 0.03707
10714	0.65998 0.30647 0.03356
2136	0.17647 0.80039 0.02315
10560	0.86326 0.11123 0.02551
5354	0.92693 0.05699 0.01608
14507	0.86840 0.11160 0.02001
2481	0.75639 0.21097 0.03264
3395	0.69881 0.25821 0.04298
47510	0.06251 0.92169 0.01580
8734	0.81734 0.15637 0.02629
2756	0.63771 0.31569 0.04660
8439	0.56134 0.39226 0.04639
9160	0.80798 0.16184 0.03017
1141	0.17318 0.80000 0.02682
20796	0.95502 0.03599 0.00899
13982	0.96666 0.02517 0.00817
8468	0.80403 0.16633 0.02965
28136	0.09163 0.89940 0.00897
3504	0.93823 0.05267 0.00910
1476	0.30569 0.65445 0.03986
21038	0.31582 0.65727 0.02690
4631	0.48402 0.47559 0.04040
802	0.87751 0.09480 0.02770
15486	0.02742 0.96472 0.00786
8354	0.05977 0.91816 0.02207
16831	0.48798 0.44605 0.06598
9965	0.56758 0.38105 0.05137
129	0.82852 0.14064 0.03083
1801	0.15991 0.78137 0.05871
3109	0.50609 0.42575 0.06816
5144	0.67978 0.27735 0.04287
28429	0.80933 0.15296 0.03771
9902	0.12107 0.84741 0.03152
52118	0.05743 0.93188 0.01069
424	0.70074 0.25817 0.04109
10568	0.75043 0.21219 0.03738
52002	0.68377 0.27132 0.04490
34566	0.76775 0.19148 0.04077
31795	0.90765 0.07061 0.02175
113	0.68879 0.27066 0.04055
39429	0.49827 0.45502 0.04671
6401	0.81644 0.15385 0.02971
1557	0.92948 0.05994 0.01058
2286	0.82133 0.14328 0.03539
8223	0.84865 0.12713 0.02422
82	0.97324 0.02020 0.00656
3782	0.40951 0.56578 0.02471
11435	0.44145 0.48911 0.06944
6805	0.35552 0.59946 0.04502
14033	0.69362 0.26585 0.04053
2577	0.67974 0.25990 0.06036
5790	0.73485 0.22434 0.04081
13900	0.31608 0.61734 0.06658
4978	0.54146 0.40435 0.05419
3102	0.56395 0.39990 0.03616
40363	0.93534 0.04919 0.01548
658	0.73423 0.22078 0.04499
2073	0.58745 0.36475 0.04780
20620	0.02661 0.96412 0.00927
2198	0.12548 0.83480 0.03972
2227	0.81754 0.14918 0.03329
2202	0.99707 0.00264 0.00028
12709	0.63862 0.30761 0.05377
8740	0.23165 0.73080 0.03756
38625	0.79778 0.17697 0.02525
9211	0.53194 0.41145 0.05662
4095	0.45764 0.48360 0.05875
38965	0.85855 0.11825 0.02319
4751	0.46407 0.50968 0.02626
4364	0.79529 0.16372 0.04099
2085	0.83457 0.13442 0.03101
26177	0.15410 0.82055 0.02535
8507	0.23017 0.72650 0.04333
12243	0.44258 0.50347 0.05395
23834	0.69559 0.26752 0.03688
12319	0.89329 0.08196 0.02475
9091	0.86205 0.10843 0.02953
26444	0.87251 0.10058 0.02691
5201	0.90086 0.08278 0.01636
9494	0.98584 0.01185 0.00231
18056	0.60680 0.34339 0.04981
4144	0.82456 0.13649 0.03895
42300	0.93826 0.04721 0.01454
5568	0.13334 0.84190 0.02476
38004	0.19727 0.73924 0.06348
4658	0.26844 0.66571 0.06585
4398	0.89118 0.08934 0.01947
12285	0.97948 0.01701 0.00352
5128	0.60662 0.34665 0.04673
3835	0.79036 0.17320 0.03645
814	0.42740 0.50262 0.06998
29345	0.86490 0.11251 0.02259
6222	0.23528 0.72720 0.03752
642	0.50033 0.44197 0.05769
7558	0.81808 0.14440 0.03752
30848	0.95502 0.03919 0.00579
26838	0.09950 0.86631 0.03419
47397	0.55340 0.40055 0.04605
30566	0.40512 0.55481 0.04007
9973	0.18438 0.79003 0.02559
10057	0.39112 0.57467 0.03421
1138	0.08520 0.88466 0.03014
23612	0.90075 0.08313 0.01612
17424	0.91197 0.07029 0.01774
47259	0.02173 0.97319 0.00508
692	0.81158 0.16424 0.02417
1893	0.69098 0.27405 0.03498
12958	0.19849 0.75978 0.04173
10122	0.28307 0.67939 0.03753
18098	0.84653 0.12709 0.02638
4109	0.47352 0.45806 0.06842
20903	0.45385 0.48171 0.06443
12070	0.47238 0.45829 0.06933
8857	0.11390 0.86623 0.01987
28264	0.60867 0.34060 0.05072
13534	0.80782 0.16340 0.02879
7825	0.58395 0.37227 0.04377
2149	0.11842 0.87115 0.01043
21371	0.89801 0.08622 0.01576
3330	0.89975 0.07922 0.02103
6790	0.72350 0.23397 0.04253
3792	0.98341 0.01372 0.00287
23794	0.63889 0.29208 0.06904
2608	0.75763 0.21380 0.02857
5215	0.89719 0.08744 0.01537
5481	0.95099 0.04191 0.00710
1335	0.60223 0.35059 0.04717
2327	0.78440 0.18093 0.03467
31018	0.05462 0.93523 0.01014
2701	0.65172 0.30013 0.04814
27031	0.75876 0.20342 0.03781
37564	0.73549 0.22322 0.04129
14638	0.11119 0.84694 0.04187
24977	0.43831 0.49473 0.06696
7151	0.83453 0.12129 0.04419
39753	0.37706 0.57579 0.04715
14290	0.28132 0.64457 0.07411
36225	0.88830 0.09299 0.01871
15471	0.06909 0.90321 0.02770
35205	0.67595 0.27351 0.05054
43261	0.28144 0.66760 0.05095
2622	0.96327 0.03085 0.00588
10701	0.89353 0.07668 0.02979
8273	0.25142 0.69182 0.05676
13787	0.61644 0.31392 0.06964
8899	0.05955 0.92772 0.01273
28329	0.61228 0.35006 0.03766
18392	0.92235 0.05650 0.02115
23284	0.12161 0.84990 0.02849
17032	0.16069 0.81166 0.02765
50538	0.99251 0.00592 0.00157
3338	0.45948 0.49199 0.04852
16598	0.05785 0.91954 0.02261
6661	0.96572 0.02932 0.00496
7960	0.07180 0.91137 0.01682
4371	0.11162 0.86561 0.02277
33735	0.38621 0.58318 0.03061
3644	0.77318 0.18901 0.03781
1222	0.82208 0.14946 0.02847
6825	0.49772 0.45540 0.04689
33924	0.49072 0.46461 0.04467
33734	0.75177 0.21081 0.03743
13743	0.56084 0.39268 0.04649
15275	0.31267 0.63347 0.05386
17122	0.93154 0.05513 0.01333
30830	0.62187 0.34343 0.03471
46625	0.14850 0.82886 0.02264
38806	0.79683 0.17207 0.03109
2461	0.89194 0.09219 0.01586
12625	0.11755 0.86269 0.01976
7321	0.84988 0.12919 0.02093
2616	0.02234 0.96493 0.01273
22592	0.74225 0.21962 0.03813
35211	0.90961 0.06840 0.02199
4829	0.19363 0.74644 0.05993
27059	0.81756 0.14417 0.03828
9506	0.61293 0.33651 0.05056
22923	0.78553 0.18005 0.03443
19809	0.75293 0.20685 0.04022
4710	0.30576 0.64413 0.05011
8143	0.46458 0.48050 0.05492
12656	0.29650 0.65111 0.05239
7341	0.06836 0.90235 0.02929
3736	0.90197 0.08827 0.00977
21681	0.03232 0.96369 0.00398
25656	0.85791 0.11650 0.02559
17404	0.95397 0.03641 0.00961
2216	0.78935 0.16700 0.04365
12820	0.18580 0.79807 0.01612
5399	0.06456 0.92172 0.01372
25380	0.85145 0.11383 0.03472
15385	0.00467 0.99465 0.00068
3190	0.89337 0.07666 0.02996
23035	0.02272 0.97425 0.00303
28172	0.60667 0.36510 0.02824
32781	0.91783 0.06882 0.01334
13092	0.84395 0.13544 0.02061
9222	0.96864 0.02567 0.00568
16893	0.99193 0.00620 0.00188
6340	0.80033 0.16735 0.03232
38007	0.37962 0.56876 0.05163
21600	0.73707 0.22800 0.03493
35733	0.80412 0.16297 0.03292
9283	0.90980 0.06236 0.02783
2318	0.62401 0.32389 0.05210
33235	0.88623 0.09288 0.02089
2584	0.77659 0.19435 0.02906
50010	0.50800 0.44136 0.05064
11439	0.10441 0.87060 0.02499
14576	0.73645 0.21131 0.05224
39718	0.62889 0.33172 0.03939
7770	0.01799 0.97741 0.00460
11962	0.47976 0.47278 0.04746
19377	0.89718 0.08047 0.02235
4191	0.66633 0.28771 0.04597
8672	0.89841 0.08565 0.01594
13112	0.95306 0.03834 0.00860
40633	0.38288 0.53941 0.07771
1702	0.90916 0.07173 0.01912
2358	0.05807 0.92286 0.01907
4957	0.87651 0.10539 0.01810
47288	0.48882 0.47101 0.04016
5179	0.38604 0.54414 0.06982
28048	0.85939 0.12305 0.01756
2660	0.98064 0.01683 0.00253
7927	0.48302 0.48067 0.03631
16033	0.79272 0.18223 0.02505
1375	0.61601 0.32700 0.05699
30002	0.95991 0.03331 0.00678
8481	0.68840 0.24678 0.06482
6844	0.21725 0.71146 0.07129
3755	0.48787 0.46508 0.04705
3255	0.64292 0.32202 0.03505
33236	0.69291 0.27792 0.02918
1080	0.09839 0.86209 0.03952
25768	0.41853 0.55285 0.02862
546	0.97127 0.02423 0.00451
6361	0.58404 0.35947 0.05649
2646	0.78380 0.17549 0.04072
5400	0.28922 0.66301 0.04777
1629	0.15456 0.81440 0.03104
8047	0.70424 0.25807 0.03769
2340	0.05424 0.93372 0.01203
10990	0.75398 0.19110 0.05491
1318	0.48282 0.49042 0.02676
22713	0.96083 0.03331 0.00587
11510	0.37932 0.55679 0.06389
5	0.87229 0.11185 0.01586
36196	0.34967 0.59308 0.05725
6725	0.17887 0.78114 0.03999
4709	0.79327 0.17131 0.03542
2044	0.07147 0.90586 0.02267
2544	0.56431 0.37628 0.05942
259	0.69265 0.26047 0.04688
6840	0.03502 0.95576 0.00922
1706	0.63694 0.31624 0.04682
4845	0.93487 0.05249 0.01264
17598	0.94753 0.04686 0.00561
6793	0.68222 0.27124 0.04654
7827	0.49225 0.46333 0.04442
18212	0.74590 0.21371 0.04039
13559	0.02991 0.96455 0.00554
11035	0.60591 0.33790 0.05619
48528	0.93834 0.04896 0.01270
5282	0.29624 0.64451 0.05925
13518	0.94163 0.04609 0.01228
35187	0.02001 0.97652 0.00347
